,0,1
173,"[0.9999868869781494, 6, 6, 119511]","[0.9703629016876221, 8, 8, 95776]"
174,"[0.9999861717224121, 6, 6, 119511]","[0.9721102714538574, 8, 8, 95776]"
175,"[0.9999898672103882, 6, 6, 119511]","[0.9721572399139404, 8, 8, 95776]"
176,"[0.9999911785125732, 6, 6, 119511]","[0.9696087837219238, 8, 8, 95776]"
177,"[0.9999886751174927, 6, 6, 119511]","[0.9696976542472839, 8, 8, 95776]"
178,"[0.9999891519546509, 6, 6, 119511]","[0.9780924320220947, 8, 8, 95776]"
179,"[0.9999932050704956, 6, 6, 119511]","[0.9737406373023987, 8, 8, 95776]"
180,"[0.9999909400939941, 6, 6, 119511]","[0.9727318286895752, 8, 8, 95776]"
181,"[0.9999922513961792, 6, 6, 119511]","[0.9794725179672241, 8, 8, 95776]"
182,"[0.9999922513961792, 6, 6, 119511]","[0.9770079851150513, 8, 8, 95776]"
183,"[0.9999935626983643, 6, 6, 119511]","[0.9752501249313354, 8, 8, 95776]"
184,"[0.9999938011169434, 6, 6, 119511]","[0.9770796895027161, 8, 8, 95776]"
185,"[0.999993085861206, 6, 6, 119511]","[0.9829012155532837, 8, 8, 95776]"
186,"[0.9999948740005493, 6, 6, 119511]","[0.9779543876647949, 8, 8, 95776]"
187,"[0.9999940395355225, 6, 6, 119511]","[0.9859036803245544, 8, 8, 95776]"
188,"[0.9999955892562866, 6, 6, 119511]","[0.9807538986206055, 8, 8, 95776]"
189,"[0.9999948740005493, 6, 6, 119511]","[0.9857083559036255, 8, 8, 95776]"
190,"[0.9999935626983643, 6, 6, 119511]","[0.9800302386283875, 8, 8, 95776]"
191,"[0.9999959468841553, 6, 6, 119511]","[0.9789907932281494, 8, 8, 95776]"
192,"[0.9999949932098389, 6, 6, 119511]","[0.9798714518547058, 8, 8, 95776]"
193,"[0.9999974966049194, 6, 6, 119511]","[0.9785585403442383, 8, 8, 95776]"
194,"[0.9999951124191284, 6, 6, 119511]","[0.9700615406036377, 8, 8, 95776]"
195,"[0.9999972581863403, 6, 6, 119511]","[0.9818400740623474, 8, 8, 95776]"
196,"[0.9999957084655762, 6, 6, 119511]","[0.9732533693313599, 8, 8, 95776]"
197,"[0.9999980926513672, 6, 6, 119511]","[0.9881084561347961, 8, 8, 95776]"
198,"[0.9999961853027344, 6, 6, 119511]","[0.982698380947113, 8, 8, 95776]"
199,"[0.9999980926513672, 6, 6, 119511]","[0.9878787398338318, 8, 8, 95776]"
