,0,1
113,"[0.6648890376091003, 4, 4, 196276]","[0.7418287396430969, 0, 0, 455]"
114,"[0.6537102460861206, 4, 4, 196276]","[0.73885178565979, 0, 0, 455]"
115,"[0.6852704286575317, 4, 4, 196276]","[0.7508271336555481, 0, 0, 455]"
116,"[0.6756793856620789, 4, 4, 196276]","[0.7557054162025452, 0, 0, 455]"
117,"[0.6762669682502747, 4, 4, 196276]","[0.761521577835083, 0, 0, 455]"
118,"[0.6545603275299072, 4, 4, 196276]","[0.7735529541969299, 0, 0, 455]"
119,"[0.7012841105461121, 4, 4, 196276]","[0.7594636082649231, 0, 0, 455]"
120,"[0.7100611329078674, 4, 4, 196276]","[0.784523606300354, 0, 0, 455]"
121,"[0.7310437560081482, 4, 4, 196276]","[0.7923864722251892, 0, 0, 455]"
122,"[0.729815661907196, 4, 4, 196276]","[0.8207188844680786, 0, 0, 455]"
123,"[0.7756764888763428, 4, 4, 196276]","[0.8117800354957581, 0, 0, 455]"
124,"[0.7435006499290466, 4, 4, 196276]","[0.7971696853637695, 0, 0, 455]"
125,"[0.7492735385894775, 4, 4, 196276]","[0.8155660033226013, 0, 0, 455]"
126,"[0.7565639019012451, 4, 4, 196276]","[0.8129799365997314, 0, 0, 455]"
127,"[0.6127816438674927, 4, 4, 196276]","[0.7372851967811584, 0, 0, 455]"
128,"[0.7569352984428406, 4, 4, 196276]","[0.8023774027824402, 0, 0, 455]"
129,"[0.77629554271698, 4, 4, 196276]","[0.8237771391868591, 0, 0, 455]"
130,"[0.7753733992576599, 4, 4, 196276]","[0.8020828366279602, 0, 0, 455]"
131,"[0.8081652522087097, 4, 4, 196276]","[0.8254519701004028, 0, 0, 455]"
132,"[0.8087612986564636, 4, 4, 196276]","[0.8213339447975159, 0, 0, 455]"
133,"[0.8243721127510071, 4, 4, 196276]","[0.8125885128974915, 0, 0, 455]"
134,"[0.8134374022483826, 4, 4, 196276]","[0.8082237243652344, 0, 0, 455]"
135,"[0.6845400929450989, 4, 4, 196276]","[0.7416781187057495, 0, 0, 455]"
136,"[0.80738365650177, 4, 4, 196276]","[0.8096827268600464, 0, 0, 455]"
137,"[0.6665383577346802, 4, 4, 196276]","[0.7465978264808655, 0, 0, 455]"
138,"[0.8102530241012573, 4, 4, 196276]","[0.8130691647529602, 0, 0, 455]"
139,"[0.6782859563827515, 4, 4, 196276]","[0.7142253518104553, 0, 0, 455]"
140,"[0.7836920619010925, 4, 4, 196276]","[0.815219521522522, 0, 0, 455]"
141,"[0.6633330583572388, 4, 4, 196276]","[0.6889873147010803, 0, 0, 455]"
142,"[0.8225955963134766, 4, 4, 196276]","[0.823127806186676, 0, 0, 455]"
143,"[0.8564615845680237, 4, 4, 196276]","[0.8469707369804382, 0, 0, 455]"
144,"[0.8596685528755188, 4, 4, 196276]","[0.8468204736709595, 0, 0, 455]"
145,"[0.8682800531387329, 4, 4, 196276]","[0.8497072458267212, 0, 0, 455]"
146,"[0.867916464805603, 4, 4, 196276]","[0.8554413318634033, 0, 0, 455]"
147,"[0.8720301985740662, 4, 4, 196276]","[0.8781136870384216, 0, 0, 455]"
148,"[0.881702184677124, 4, 4, 196276]","[0.8494369983673096, 0, 0, 455]"
149,"[0.8826526403427124, 4, 4, 196276]","[0.8642210960388184, 0, 0, 455]"
150,"[0.8896737098693848, 4, 4, 196276]","[0.876771092414856, 0, 0, 455]"
151,"[0.8783122897148132, 4, 4, 196276]","[0.8703852891921997, 0, 0, 455]"
152,"[0.8843563199043274, 4, 4, 196276]","[0.8757988214492798, 0, 0, 455]"
153,"[0.8913360834121704, 4, 4, 196276]","[0.8762959241867065, 0, 0, 455]"
154,"[0.8784108757972717, 4, 4, 196276]","[0.8658090829849243, 0, 0, 455]"
155,"[0.9094198942184448, 4, 4, 196276]","[0.8754453063011169, 0, 0, 455]"
156,"[0.8925603628158569, 4, 4, 196276]","[0.8833991289138794, 0, 0, 455]"
157,"[0.9100807309150696, 4, 4, 196276]","[0.8771510124206543, 0, 0, 455]"
158,"[0.9008033871650696, 4, 4, 196276]","[0.8716520071029663, 0, 0, 455]"
159,"[0.9280629754066467, 4, 4, 196276]","[0.8723708987236023, 0, 0, 455]"
160,"[0.9171550273895264, 4, 4, 196276]","[0.8732328414916992, 0, 0, 455]"
161,"[0.9215460419654846, 4, 4, 196276]","[0.8948188424110413, 0, 0, 455]"
162,"[0.90732342004776, 4, 4, 196276]","[0.864581823348999, 0, 0, 455]"
163,"[0.9367766380310059, 4, 4, 196276]","[0.8907850980758667, 0, 0, 455]"
164,"[0.9067192077636719, 4, 4, 196276]","[0.8705585598945618, 0, 0, 455]"
165,"[0.9170750975608826, 4, 4, 196276]","[0.9025072455406189, 0, 0, 455]"
166,"[0.9187093377113342, 4, 4, 196276]","[0.8645155429840088, 0, 0, 455]"
167,"[0.931486189365387, 4, 4, 196276]","[0.9061517119407654, 0, 0, 455]"
168,"[0.9106380343437195, 4, 4, 196276]","[0.8832598924636841, 0, 0, 455]"
169,"[0.9401997327804565, 4, 4, 196276]","[0.9082801938056946, 0, 0, 455]"
170,"[0.9081198573112488, 4, 4, 196276]","[0.8799649477005005, 0, 0, 455]"
171,"[0.9411794543266296, 4, 4, 196276]","[0.9065753817558289, 0, 0, 455]"
172,"[0.9303049445152283, 4, 4, 196276]","[0.9009336829185486, 0, 0, 455]"
173,"[0.9424635767936707, 4, 4, 196276]","[0.9079942107200623, 0, 0, 455]"
174,"[0.9306547045707703, 4, 4, 196276]","[0.8692213892936707, 0, 0, 455]"
175,"[0.9390001893043518, 4, 4, 196276]","[0.9162583351135254, 0, 0, 455]"
176,"[0.9391669034957886, 4, 4, 196276]","[0.8665717840194702, 0, 0, 455]"
177,"[0.9541371464729309, 4, 4, 196276]","[0.9259909987449646, 0, 0, 455]"
178,"[0.9506173729896545, 4, 4, 196276]","[0.8977954387664795, 0, 0, 455]"
179,"[0.9484686851501465, 4, 4, 196276]","[0.9217044115066528, 0, 0, 455]"
180,"[0.95682692527771, 4, 4, 196276]","[0.8939821124076843, 0, 0, 455]"
181,"[0.9565470814704895, 4, 4, 196276]","[0.9102402925491333, 0, 0, 455]"
182,"[0.9609081745147705, 4, 4, 196276]","[0.9211418628692627, 0, 0, 455]"
183,"[0.9577815532684326, 4, 4, 196276]","[0.925901472568512, 0, 0, 455]"
184,"[0.9632200002670288, 4, 4, 196276]","[0.9089149832725525, 0, 0, 455]"
185,"[0.9615064263343811, 4, 4, 196276]","[0.9390226602554321, 0, 0, 455]"
186,"[0.9573562145233154, 4, 4, 196276]","[0.9128255844116211, 0, 0, 455]"
187,"[0.9631375074386597, 4, 4, 196276]","[0.8880707621574402, 0, 0, 455]"
188,"[0.9486515522003174, 4, 4, 196276]","[0.940383791923523, 0, 0, 455]"
189,"[0.9624704122543335, 4, 4, 196276]","[0.9201548099517822, 0, 0, 455]"
190,"[0.9687586426734924, 4, 4, 196276]","[0.9182580709457397, 0, 0, 455]"
191,"[0.967670738697052, 4, 4, 196276]","[0.9342070817947388, 0, 0, 455]"
192,"[0.979375422000885, 4, 4, 196276]","[0.9184106588363647, 0, 0, 455]"
193,"[0.9717508554458618, 4, 4, 196276]","[0.9188206195831299, 0, 0, 455]"
194,"[0.9747149348258972, 4, 4, 196276]","[0.9080699682235718, 0, 0, 455]"
195,"[0.9726081490516663, 4, 4, 196276]","[0.9283900856971741, 0, 0, 455]"
196,"[0.9717165231704712, 4, 4, 196276]","[0.9166833758354187, 0, 0, 455]"
197,"[0.9699603319168091, 4, 4, 196276]","[0.9209282994270325, 0, 0, 455]"
198,"[0.9797786474227905, 4, 4, 196276]","[0.916928231716156, 0, 0, 455]"
199,"[0.9683175086975098, 4, 4, 196276]","[0.9326021671295166, 0, 0, 455]"
