,0,1
177,"[0.9479889273643494, 3, 3, 135040]","[0.5586824417114258, 3, 3, 144455]"
178,"[0.9531848430633545, 3, 3, 135040]","[0.5110960602760315, 3, 3, 144455]"
179,"[0.9523299336433411, 3, 3, 135040]","[0.5850829482078552, 3, 3, 144455]"
180,"[0.9519656300544739, 3, 3, 135040]","[0.5205187201499939, 3, 3, 144455]"
181,"[0.9626309871673584, 3, 3, 135040]","[0.5773221254348755, 3, 3, 144455]"
182,"[0.9366574883460999, 3, 3, 135040]","[0.5237991809844971, 3, 3, 144455]"
183,"[0.9538040161132812, 3, 3, 135040]","[0.5636396408081055, 3, 3, 144455]"
184,"[0.9526400566101074, 3, 3, 135040]","[0.584473729133606, 3, 3, 144455]"
185,"[0.9571687579154968, 3, 3, 135040]","[0.5595650672912598, 3, 3, 144455]"
186,"[0.9586836099624634, 3, 3, 135040]","[0.56300288438797, 3, 3, 144455]"
187,"[0.9678804278373718, 3, 3, 135040]","[0.5591176748275757, 3, 3, 144455]"
188,"[0.9559914469718933, 3, 3, 135040]","[0.5635534524917603, 3, 3, 144455]"
189,"[0.9504102468490601, 3, 3, 135040]","[0.5617690682411194, 3, 3, 144455]"
190,"[0.9598553776741028, 3, 3, 135040]","[0.5803926587104797, 3, 3, 144455]"
191,"[0.9602116942405701, 3, 3, 135040]","[0.5963732600212097, 3, 3, 144455]"
192,"[0.9597067832946777, 3, 3, 135040]","[0.5601282715797424, 3, 3, 144455]"
193,"[0.9594631195068359, 3, 3, 135040]","[0.5537713170051575, 3, 3, 144455]"
194,"[0.9592415690422058, 3, 3, 135040]","[0.5803215503692627, 3, 3, 144455]"
195,"[0.9568328261375427, 3, 3, 135040]","[0.570023775100708, 3, 3, 144455]"
196,"[0.964889645576477, 3, 3, 135040]","[0.5986253023147583, 3, 3, 144455]"
197,"[0.963473916053772, 3, 3, 135040]","[0.6209084391593933, 3, 3, 144455]"
198,"[0.9736208319664001, 3, 3, 135040]","[0.5950670838356018, 3, 3, 144455]"
199,"[0.9571184515953064, 3, 3, 135040]","[0.6579288244247437, 3, 3, 144455]"
