,0,1
131,"[0.19666436314582825, 5, 3, 135040]","[0.09378477931022644, 5, 3, 144455]"
132,"[0.1815565824508667, 5, 3, 135040]","[0.08875031024217606, 5, 3, 144455]"
133,"[0.1998046189546585, 5, 3, 135040]","[0.08436328172683716, 5, 3, 144455]"
134,"[0.18676206469535828, 5, 3, 135040]","[0.08389796316623688, 5, 3, 144455]"
135,"[0.18253542482852936, 5, 3, 135040]","[0.07905836403369904, 5, 3, 144455]"
136,"[0.19542749226093292, 5, 3, 135040]","[0.07935323566198349, 5, 3, 144455]"
137,"[0.19443346560001373, 5, 3, 135040]","[0.0712089017033577, 5, 3, 144455]"
138,"[0.19023796916007996, 5, 3, 135040]","[0.07755477726459503, 5, 3, 144455]"
139,"[0.19113805890083313, 5, 3, 135040]","[0.06942081451416016, 5, 3, 144455]"
140,"[0.17968007922172546, 5, 3, 135040]","[0.06905773282051086, 5, 3, 144455]"
141,"[0.17408713698387146, 5, 3, 135040]","[0.0668356791138649, 5, 3, 144455]"
142,"[0.9044986367225647, 3, 3, 135040]","[0.7264103293418884, 3, 3, 144455]"
143,"[0.7892544269561768, 3, 3, 135040]","[0.5162100791931152, 3, 3, 144455]"
144,"[0.7382994890213013, 3, 3, 135040]","[0.481281042098999, 3, 3, 144455]"
145,"[0.7588095664978027, 3, 3, 135040]","[0.4809859097003937, 3, 3, 144455]"
146,"[0.7297957539558411, 3, 3, 135040]","[0.511226236820221, 3, 3, 144455]"
147,"[0.7802374958992004, 3, 3, 135040]","[0.5263985395431519, 3, 3, 144455]"
148,"[0.7450436949729919, 3, 3, 135040]","[0.5205698013305664, 3, 3, 144455]"
149,"[0.7803227305412292, 3, 3, 135040]","[0.5716145634651184, 3, 3, 144455]"
150,"[0.7473905682563782, 3, 3, 135040]","[0.5605112314224243, 3, 3, 144455]"
151,"[0.7908788323402405, 3, 3, 135040]","[0.6136341094970703, 3, 3, 144455]"
152,"[0.762243390083313, 3, 3, 135040]","[0.5878196954727173, 3, 3, 144455]"
153,"[0.7785711288452148, 3, 3, 135040]","[0.6237258911132812, 3, 3, 144455]"
154,"[0.7622995376586914, 3, 3, 135040]","[0.6436446309089661, 3, 3, 144455]"
155,"[0.7977768778800964, 3, 3, 135040]","[0.6117337942123413, 3, 3, 144455]"
156,"[0.7833129167556763, 3, 3, 135040]","[0.6793017387390137, 3, 3, 144455]"
157,"[0.7813695669174194, 3, 3, 135040]","[0.6811518669128418, 3, 3, 144455]"
158,"[0.7870451807975769, 3, 3, 135040]","[0.7108999490737915, 3, 3, 144455]"
159,"[0.7904298901557922, 3, 3, 135040]","[0.6850677728652954, 3, 3, 144455]"
160,"[0.7961584329605103, 3, 3, 135040]","[0.7493169903755188, 3, 3, 144455]"
161,"[0.8227554559707642, 3, 3, 135040]","[0.720578134059906, 3, 3, 144455]"
162,"[0.7870338559150696, 3, 3, 135040]","[0.7510533332824707, 3, 3, 144455]"
163,"[0.8150622844696045, 3, 3, 135040]","[0.7547242641448975, 3, 3, 144455]"
164,"[0.8300642967224121, 3, 3, 135040]","[0.7565666437149048, 3, 3, 144455]"
165,"[0.8069810271263123, 3, 3, 135040]","[0.7672446370124817, 3, 3, 144455]"
166,"[0.8176924586296082, 3, 3, 135040]","[0.786812424659729, 3, 3, 144455]"
167,"[0.8190729022026062, 3, 3, 135040]","[0.7696542143821716, 3, 3, 144455]"
168,"[0.8253523111343384, 3, 3, 135040]","[0.8211076855659485, 3, 3, 144455]"
169,"[0.8198148012161255, 3, 3, 135040]","[0.8149255514144897, 3, 3, 144455]"
170,"[0.8261879086494446, 3, 3, 135040]","[0.8424200415611267, 3, 3, 144455]"
171,"[0.8337528705596924, 3, 3, 135040]","[0.8221517205238342, 3, 3, 144455]"
172,"[0.8383668065071106, 3, 3, 135040]","[0.8763844966888428, 3, 3, 144455]"
173,"[0.8329311013221741, 3, 3, 135040]","[0.832844078540802, 3, 3, 144455]"
174,"[0.8333754539489746, 3, 3, 135040]","[0.8864961266517639, 3, 3, 144455]"
175,"[0.838560938835144, 3, 3, 135040]","[0.860834538936615, 3, 3, 144455]"
176,"[0.8403698801994324, 3, 3, 135040]","[0.8758025169372559, 3, 3, 144455]"
177,"[0.8661220669746399, 3, 3, 135040]","[0.8762961030006409, 3, 3, 144455]"
178,"[0.8534582853317261, 3, 3, 135040]","[0.8879298567771912, 3, 3, 144455]"
179,"[0.8631581664085388, 3, 3, 135040]","[0.8604210615158081, 3, 3, 144455]"
180,"[0.828422486782074, 3, 3, 135040]","[0.9079450964927673, 3, 3, 144455]"
181,"[0.8828041553497314, 3, 3, 135040]","[0.8792415261268616, 3, 3, 144455]"
182,"[0.8271654844284058, 3, 3, 135040]","[0.9020464420318604, 3, 3, 144455]"
183,"[0.8697860240936279, 3, 3, 135040]","[0.879390299320221, 3, 3, 144455]"
184,"[0.8375531435012817, 3, 3, 135040]","[0.9179811477661133, 3, 3, 144455]"
185,"[0.8686699271202087, 3, 3, 135040]","[0.8835054636001587, 3, 3, 144455]"
186,"[0.8287431597709656, 3, 3, 135040]","[0.9128881692886353, 3, 3, 144455]"
187,"[0.8470742106437683, 3, 3, 135040]","[0.8765082359313965, 3, 3, 144455]"
188,"[0.834166944026947, 3, 3, 135040]","[0.9383111000061035, 3, 3, 144455]"
189,"[0.8554602265357971, 3, 3, 135040]","[0.8913566470146179, 3, 3, 144455]"
